,startTimeInSeconds,timerDurationInSeconds,clockDurationInSeconds,elevationInMeters,airTemperatureCelcius,heartRate,speedMetersPerSecond,totalDistanceInMeters,summaryId,activityId,activityName
0,1650131937,1596,1596,29.200000762939453,23,156,2.8010001182556152,4275.52001953125,8651248636-detail,8651248636,Melbourne Running
1,1650131941,1600,1600,29.200000762939453,23,157,2.7730000019073486,4286.33984375,8651248636-detail,8651248636,Melbourne Running
2,1650131947,1606,1606,29.399999618530273,23,156,2.763000011444092,4302.75,8651248636-detail,8651248636,Melbourne Running
3,1650131949,1608,1608,29.200000762939453,23,156,2.763000011444092,4308.2099609375,8651248636-detail,8651248636,Melbourne Running
4,1650131955,1614,1614,29.200000762939453,23,154,2.7809998989105225,4324.64990234375,8651248636-detail,8651248636,Melbourne Running
5,1650131958,1617,1617,29.200000762939453,23,154,2.7809998989105225,4332.7998046875,8651248636-detail,8651248636,Melbourne Running
6,1650131964,1623,1623,29.399999618530273,23,155,2.7990000247955322,4348.81982421875,8651248636-detail,8651248636,Melbourne Running
7,1650131966,1625,1625,29.399999618530273,23,154,2.809000015258789,4354.27978515625,8651248636-detail,8651248636,Melbourne Running
8,1650131970,1629,1629,29.399999618530273,23,150,2.809000015258789,4365.2099609375,8651248636-detail,8651248636,Melbourne Running
9,1650131973,1632,1632,29.200000762939453,23,147,2.7990000247955322,4373.33984375,8651248636-detail,8651248636,Melbourne Running
10,1650131975,1634,1634,29.0,23,144,2.7990000247955322,4378.43994140625,8651248636-detail,8651248636,Melbourne Running
11,1650131980,1639,1639,29.200000762939453,23,139,2.7990000247955322,4392.18994140625,8651248636-detail,8651248636,Melbourne Running
12,1650131981,1640,1640,29.399999618530273,23,141,2.7990000247955322,4394.740234375,8651248636-detail,8651248636,Melbourne Running
13,1650131987,1646,1646,29.399999618530273,23,143,2.7899999618530273,4409.77978515625,8651248636-detail,8651248636,Melbourne Running
14,1650131989,1648,1648,29.399999618530273,23,143,2.7809998989105225,4414.740234375,8651248636-detail,8651248636,Melbourne Running
