,startTimeInSeconds,timerDurationInSeconds,clockDurationInSeconds,elevationInMeters,airTemperatureCelcius,heartRate,speedMetersPerSecond,totalDistanceInMeters,summaryId,activityId,activityName
0,1655334050,349,362,7.800000190734863,25,159,3.2660000324249268,1093.43994140625,9024688798-detail,9024688798,Byron Bay - Byron Bay
1,1655334055,354,367,7.599999904632568,25,159,3.3399999141693115,1109.06005859375,9024688798-detail,9024688798,Byron Bay - Byron Bay
2,1655334057,356,369,7.599999904632568,25,156,3.3499999046325684,1115.4300537109375,9024688798-detail,9024688798,Byron Bay - Byron Bay
3,1655334058,357,370,7.400000095367432,25,159,3.3589999675750732,1118.5699462890625,9024688798-detail,9024688798,Byron Bay - Byron Bay
4,1655334064,363,376,8.0,25,158,3.368000030517578,1137.97998046875,9024688798-detail,9024688798,Byron Bay - Byron Bay
5,1655334065,364,377,8.0,25,159,3.368000030517578,1141.1199951171875,9024688798-detail,9024688798,Byron Bay - Byron Bay
6,1655334071,370,383,7.800000190734863,25,158,3.378000020980835,1159.97998046875,9024688798-detail,9024688798,Byron Bay - Byron Bay
7,1655334074,373,386,7.599999904632568,25,158,3.378000020980835,1168.949951171875,9024688798-detail,9024688798,Byron Bay - Byron Bay
8,1655334080,379,392,7.800000190734863,25,154,3.3589999675750732,1187.5,9024688798-detail,9024688798,Byron Bay - Byron Bay
9,1655334082,381,394,7.800000190734863,25,154,3.3589999675750732,1193.8599853515625,9024688798-detail,9024688798,Byron Bay - Byron Bay
10,1655334088,387,400,7.599999904632568,25,153,3.3399999141693115,1208.0899658203125,9024688798-detail,9024688798,Byron Bay - Byron Bay
11,1655334091,390,403,7.599999904632568,24,156,3.3310000896453857,1217.6300048828125,9024688798-detail,9024688798,Byron Bay - Byron Bay
12,1655334093,392,405,7.599999904632568,24,155,3.312000036239624,1223.6800537109375,9024688798-detail,9024688798,Byron Bay - Byron Bay
13,1655334097,396,409,7.599999904632568,24,153,3.302999973297119,1236.22998046875,9024688798-detail,9024688798,Byron Bay - Byron Bay
14,1655334098,397,410,7.599999904632568,24,153,3.302999973297119,1239.739990234375,9024688798-detail,9024688798,Byron Bay - Byron Bay
15,1655334103,402,415,7.599999904632568,24,153,3.2839999198913574,1258.0699462890625,9024688798-detail,9024688798,Byron Bay - Byron Bay
16,1655334104,403,416,7.599999904632568,24,153,3.2839999198913574,1261.280029296875,9024688798-detail,9024688798,Byron Bay - Byron Bay
17,1655334109,408,421,7.800000190734863,24,152,3.2839999198913574,1279.0699462890625,9024688798-detail,9024688798,Byron Bay - Byron Bay
18,1655334115,414,427,8.0,24,150,3.2839999198913574,1299.8900146484375,9024688798-detail,9024688798,Byron Bay - Byron Bay
19,1655334116,415,428,8.0,24,149,3.2839999198913574,1303.0400390625,9024688798-detail,9024688798,Byron Bay - Byron Bay
20,1655334119,418,431,7.599999904632568,24,152,3.2939999103546143,1312.5999755859375,9024688798-detail,9024688798,Byron Bay - Byron Bay
