,startTimeInSeconds,timerDurationInSeconds,clockDurationInSeconds,elevationInMeters,airTemperatureCelcius,heartRate,speedMetersPerSecond,totalDistanceInMeters,summaryId,activityId,activityName
159,1655677512,884,884,66.80000305175781,17,149,2.9670000076293945,2631.89990234375,9049448831-detail,9049448831,Melbourne Running
160,1655677514,886,886,67.0,17,148,3.003999948501587,2638.280029296875,9049448831-detail,9049448831,Melbourne Running
161,1655677520,892,892,67.19999694824219,17,147,3.0420000553131104,2655.93994140625,9049448831-detail,9049448831,Melbourne Running
162,1655677521,893,893,67.19999694824219,17,147,3.0510001182556152,2658.530029296875,9049448831-detail,9049448831,Melbourne Running
163,1655677527,899,899,67.80000305175781,17,147,3.0320000648498535,2673.780029296875,9049448831-detail,9049448831,Melbourne Running
164,1655677528,900,900,68.0,17,148,3.0230000019073486,2677.449951171875,9049448831-detail,9049448831,Melbourne Running
165,1655677529,901,901,68.0,17,147,3.0230000019073486,2680.780029296875,9049448831-detail,9049448831,Melbourne Running
166,1655677535,907,907,68.4000015258789,17,149,3.003999948501587,2697.89990234375,9049448831-detail,9049448831,Melbourne Running
167,1655677536,908,908,68.4000015258789,17,150,2.994999885559082,2700.2900390625,9049448831-detail,9049448831,Melbourne Running
168,1655677542,914,914,68.4000015258789,17,151,2.9860000610351562,2716.81005859375,9049448831-detail,9049448831,Melbourne Running
169,1655677544,916,916,68.4000015258789,17,153,2.9760000705718994,2721.7099609375,9049448831-detail,9049448831,Melbourne Running
170,1655677550,922,922,68.19999694824219,17,153,2.9670000076293945,2737.64990234375,9049448831-detail,9049448831,Melbourne Running
171,1655677551,923,923,68.0,17,153,2.9670000076293945,2740.550048828125,9049448831-detail,9049448831,Melbourne Running
172,1655677553,925,925,68.0,17,154,2.9670000076293945,2746.22998046875,9049448831-detail,9049448831,Melbourne Running
173,1655677556,928,928,67.80000305175781,17,152,2.9579999446868896,2750.93994140625,9049448831-detail,9049448831,Melbourne Running
