,startTimeInSeconds,timerDurationInSeconds,clockDurationInSeconds,elevationInMeters,airTemperatureCelcius,heartRate,speedMetersPerSecond,totalDistanceInMeters,summaryId,activityId,activityName
159,1658975432,279,279,51.599998474121094,21,155,2.9670000076293945,860.7899780273438,9288165496-detail,9288165496,Melbourne - Technique Tempo TA
160,1658975434,281,281,50.20000076293945,21,156,2.9670000076293945,865.47998046875,9288165496-detail,9288165496,Melbourne - Technique Tempo TA
161,1658975436,283,283,50.20000076293945,21,156,2.9670000076293945,871.1199951171875,9288165496-detail,9288165496,Melbourne - Technique Tempo TA
162,1658975442,289,289,50.400001525878906,21,157,2.947999954223633,889.0499877929688,9288165496-detail,9288165496,Melbourne - Technique Tempo TA
163,1658975443,290,290,50.400001525878906,21,156,2.947999954223633,891.9299926757812,9288165496-detail,9288165496,Melbourne - Technique Tempo TA
164,1658975449,296,296,50.400001525878906,21,156,2.938999891281128,910.6799926757812,9288165496-detail,9288165496,Melbourne - Technique Tempo TA
165,1658975451,298,298,50.599998474121094,21,156,2.947999954223633,916.3900146484375,9288165496-detail,9288165496,Melbourne - Technique Tempo TA
166,1658975457,304,304,50.20000076293945,21,157,2.9579999446868896,933.3499755859375,9288165496-detail,9288165496,Melbourne - Technique Tempo TA
167,1658975460,307,307,49.79999923706055,21,154,2.947999954223633,941.8699951171875,9288165496-detail,9288165496,Melbourne - Technique Tempo TA
168,1658975461,308,308,49.599998474121094,21,153,2.947999954223633,944.8699951171875,9288165496-detail,9288165496,Melbourne - Technique Tempo TA
169,1658975465,312,312,50.400001525878906,21,154,2.938999891281128,957.6300048828125,9288165496-detail,9288165496,Melbourne - Technique Tempo TA
170,1658975471,318,318,50.400001525878906,21,153,2.938999891281128,975.219970703125,9288165496-detail,9288165496,Melbourne - Technique Tempo TA
171,1658975472,319,319,50.400001525878906,21,152,2.947999954223633,978.3499755859375,9288165496-detail,9288165496,Melbourne - Technique Tempo TA
172,1658975478,325,325,50.400001525878906,21,150,2.947999954223633,996.9500122070312,9288165496-detail,9288165496,Melbourne - Technique Tempo TA
173,1658975480,327,327,50.400001525878906,21,151,2.947999954223633,1002.8800048828125,9288165496-detail,9288165496,Melbourne - Technique Tempo TA
174,1658975486,333,333,50.0,21,147,2.9670000076293945,1021.3099975585938,9288165496-detail,9288165496,Melbourne - Technique Tempo TA
175,1658975487,334,334,50.0,21,146,2.9760000705718994,1024.5,9288165496-detail,9288165496,Melbourne - Technique Tempo TA
176,1658975493,340,340,49.79999923706055,21,148,3.0139999389648438,1043.8299560546875,9288165496-detail,9288165496,Melbourne - Technique Tempo TA
