,startTimeInSeconds,timerDurationInSeconds,clockDurationInSeconds,elevationInMeters,airTemperatureCelcius,heartRate,speedMetersPerSecond,totalDistanceInMeters,summaryId,activityId,activityName
0,1656966327,1363,1383,10.0,14,146,3.3499999046325684,3277.820068359375,9141719160-detail,9141719160,Melbourne Running
1,1656966328,1364,1384,10.0,14,147,3.3499999046325684,3280.81005859375,9141719160-detail,9141719160,Melbourne Running
2,1656966332,1368,1388,11.600000381469727,14,147,3.3399999141693115,3294.739990234375,9141719160-detail,9141719160,Melbourne Running
3,1656966336,1372,1392,11.600000381469727,14,148,3.3310000896453857,3307.389892578125,9141719160-detail,9141719160,Melbourne Running
4,1656966342,1378,1398,11.0,14,149,3.322000026702881,3326.260009765625,9141719160-detail,9141719160,Melbourne Running
5,1656966345,1381,1401,11.199999809265137,13,147,3.302999973297119,3335.949951171875,9141719160-detail,9141719160,Melbourne Running
6,1656966346,1382,1402,11.0,14,150,3.2939999103546143,3339.070068359375,9141719160-detail,9141719160,Melbourne Running
7,1656966352,1388,1408,11.0,13,151,3.25600004196167,3358.27001953125,9141719160-detail,9141719160,Melbourne Running
8,1656966358,1394,1414,10.800000190734863,13,150,3.246999979019165,3380.43994140625,9141719160-detail,9141719160,Melbourne Running
9,1656966361,1397,1417,10.800000190734863,13,152,3.246999979019165,3390.81005859375,9141719160-detail,9141719160,Melbourne Running
10,1656966366,1402,1422,10.600000381469727,13,152,3.25600004196167,3405.840087890625,9141719160-detail,9141719160,Melbourne Running
11,1656966367,1403,1423,10.600000381469727,13,152,3.25600004196167,3409.300048828125,9141719160-detail,9141719160,Melbourne Running
12,1656966373,1409,1429,10.800000190734863,13,151,3.25600004196167,3431.7099609375,9141719160-detail,9141719160,Melbourne Running
13,1656966374,1410,1430,11.0,13,151,3.25600004196167,3435.06005859375,9141719160-detail,9141719160,Melbourne Running
14,1656966375,1411,1431,11.0,13,150,3.25600004196167,3438.260009765625,9141719160-detail,9141719160,Melbourne Running
15,1656966381,1417,1437,10.600000381469727,13,152,3.2660000324249268,3458.77001953125,9141719160-detail,9141719160,Melbourne Running
16,1656966387,1423,1443,11.0,13,154,3.2750000953674316,3478.570068359375,9141719160-detail,9141719160,Melbourne Running
17,1656966390,1426,1446,11.0,13,156,3.2750000953674316,3488.75,9141719160-detail,9141719160,Melbourne Running
18,1656966396,1432,1452,11.0,13,155,3.2750000953674316,3506.300048828125,9141719160-detail,9141719160,Melbourne Running
19,1656966397,1433,1453,11.0,13,155,3.2750000953674316,3509.39990234375,9141719160-detail,9141719160,Melbourne Running
20,1656966403,1439,1459,11.199999809265137,13,155,3.246999979019165,3528.139892578125,9141719160-detail,9141719160,Melbourne Running
21,1656966405,1441,1461,11.199999809265137,13,155,3.2290000915527344,3535.080078125,9141719160-detail,9141719160,Melbourne Running
